specialite,molecules,grammages,forme,labo,dci_signature,source_country,source_name,detail_url,atc_code,auth_number,source_ref,composition_raw,dosage_raw,presentation,distributeur,classe_therapeutique,statut,ppv_value,ppv_currency,prix_hospitalier,tableau,notice_url,nature_produit,ajoute_le,maj_le,scraped_at,last_seen,presentation_pretty,dosage_pretty,composition_pretty
ACTACEPT 5 MG,donépezil,5 mg,Comprimé pelliculé,POLYMEDIC,donépezil,MA,medicament.ma,https://medicament.ma/medicament/actacept-5-mg-comprime-pellicule-2/,N06DA02,,,Donépezil,5 MG,Boite de 30,POLYMEDIC,Inhibiteur de la cholinestérase,Commercialisé,233.0,dhs,146.00 dhs,A,,Médicament,Ajouté le: 4 novembre 2016 à 11:36,Mise à jour le: 2 février 2024 à 10:13,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,5 MG,Donépezil
ACTALEVURE,charbon végétal | saccharomyces boulardii | inuline,,Gelule,DEVA PHARMACEUTIQUE,charbon végétal + inuline + saccharomyces boulardii,MA,medicament.ma,https://medicament.ma/medicament/actalevure-gel/,,,,Charbon végétal | saccharomyces Boulardii | inuline,,Boite de 15 gélules,DEVA PHARMACEUTIQUE,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 27 décembre 2013 à 17:21,Mise à jour le: 21 juin 2023 à 16:20,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 15 gélules,,Charbon Végétal | Saccharomyces Boulardii | Inuline
ALPRAZOLAM MAPHAR 0.5 MG,alprazolam,0.5 mg,Comprimé sécable [P] [TAB IV-CV],MAPHAR,alprazolam,MA,medicament.ma,https://medicament.ma/medicament/actacept-5-mg-comprime-pellicule/,N05BA12,,,Alprazolam,0.5 MG,Boite de 30,MAPHAR,Anxiolytique,Commercialisé,29.0,dhs,18.10 dhs,A,,Médicament,Ajouté le: 3 novembre 2016 à 10:25,Mise à jour le: 24 décembre 2024 à 09:01,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,0.5 MG,Alprazolam
ACTEMRA 162 MG / 0.9 ML,tocilizumab,162 mg | 0.9 ml,Solution pour injection sous cutanée,ROCHE S.A,tocilizumab,MA,medicament.ma,https://medicament.ma/medicament/actemra-162-mg-0-9-ml-solution-pour-injection-sous-cutanee/,L04AC07,,,Tocilizumab,162 MG / 0.9 ML,Boite de 4 seringues pré-remplies,ROCHE S.A,"Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)",Commercialisé,6826.0,dhs,6615.00 dhs,A,,Médicament,Ajouté le: 12 février 2019 à 19:52,Mise à jour le: 20 octobre 2025 à 18:26,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 4 seringues pré-remplies,162 MG | 0.9 ML,Tocilizumab
ACTEMRA 400 MG / 20 ML,tocilizumab,400 mg | 20 ml,Solution à diluer pour perfusion,ROCHE S.A,tocilizumab,MA,medicament.ma,https://medicament.ma/medicament/actemra-400mg20ml-solution-a-diluer-pour-perfusion/,L04AC07,,,Tocilizumab,400 MG / 20 ML,Boîte de 1 flacon de 20 ml,ROCHE S.A,"Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)",Commercialisé,5296.0,dhs,5040.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 20 octobre 2025 à 18:27,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 1 flacon de 20 ml,400 MG | 20 ML,Tocilizumab
ACTEMRA 80 MG / 4 ML,tocilizumab,80 mg | 4 ml,Solution à diluer pour perfusion,ROCHE S.A,tocilizumab,MA,medicament.ma,https://medicament.ma/medicament/actemra-80mg4ml-solution-a-diluer-pour-perfusion/,L04AC07,,,Tocilizumab,80 MG / 4 ML,Boîte de 1 flacon de 10 ml,ROCHE S.A,"Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)",Commercialisé,1279.0,dhs,1008.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 20 octobre 2025 à 18:27,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 1 flacon de 10 ml,80 MG | 4 ML,Tocilizumab
ACTEMRA 200 MG / 10 ML,tocilizumab,200 mg | 10 ml,Solution à diluer pour perfusion,ROCHE S.A,tocilizumab,MA,medicament.ma,https://medicament.ma/medicament/actemra-200mg10ml-solution-a-diluer-pour-perfusion/,L04AC07,,,Tocilizumab,200 MG / 10 ML,1 flacon de 20 ml,ROCHE S.A,"Immunosuppresseur, anticorps monoclonal humanisé (anti-récepteur del'IL-6)",Commercialisé,2848.0,dhs,2520.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 20 octobre 2025 à 18:27,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,1 flacon de 20 ml,200 MG | 10 ML,Tocilizumab
ACTICARBINE 70 MG,charbon activé | papavérine,70 mg,Comprimé dragéfié,SOTHEMA,charbon activé + papavérine,MA,medicament.ma,https://medicament.ma/medicament/acticarbine-70-mg-comprime-drageifie-2/,A07BA51,,,Charbon activé | Papavérine,70 MG,Boîte de 84,SOTHEMA,,Commercialisé,43.8,dhs,27.40 dhs,Aucun,,Médicament,Ajouté le: 25 janvier 2012 à 15:26,Mise à jour le: 2 février 2024 à 10:17,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 84,70 MG,Charbon Activé | Papavérine
ACTICARBON Transit,charbon actif | extrait sec de rhubarbe | extrait sec de guimauve | extrait sec de fenouil | extrait sec de séné | gélule d’origine bovine halal.,,Gélules,APIA LABORATOIRE,charbon actif + extrait sec de fenouil + extrait sec de guimauve + extrait sec de rhubarbe + extrait sec de séné + gélule d’origine bovine halal.,MA,medicament.ma,https://medicament.ma/medicament/acticarbon-transit-gelules/,,,,"Charbon Actif, extrait sec de rhubarbe, extrait sec de guimauve, extrait sec de fenouil, extrait sec de séné, gélule d’origine bovine Halal.",,Boite de 30,APIA LABORATOIRE,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 8 juillet 2024 à 16:09,Mise à jour le: 8 juillet 2024 à 16:09,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,,Charbon Actif | Extrait Sec De Rhubarbe | Extrait Sec De Guimauve | Extrait Sec De Fenouil | Extrait Sec De Séné | Gélule D’origine Bovine Halal.
ACTICARBON Plus,charbon actif | extrait sec de gingembre | extrait sec de fenouil | extrait sec de mélisse | stéarate de magnésium | gélule d’origine bovine halal.,,Gélules,APIA LABORATOIRE,charbon actif + extrait sec de fenouil + extrait sec de gingembre + extrait sec de mélisse + gélule d’origine bovine halal. + stéarate de magnésium,MA,medicament.ma,https://medicament.ma/medicament/acticarbon-plus-gelules/,,,,"Charbon Actif, extrait sec de gingembre, extrait sec de fenouil, extrait sec de mélisse, stéarate de magnésium, gélule d’origine bovine Halal.",,Boite de 30,APIA LABORATOIRE,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 8 juillet 2024 à 16:06,Mise à jour le: 8 juillet 2024 à 16:09,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,,Charbon Actif | Extrait Sec De Gingembre | Extrait Sec De Fenouil | Extrait Sec De Mélisse | Stéarate De Magnésium | Gélule D’origine Bovine Halal.
ACTIDIGEST,probiotiques et prébiotiques,,Comprimé,NON RENSEIGNÉ,probiotiques et prébiotiques,MA,medicament.ma,https://medicament.ma/medicament/actidigest-comprime/,,,,Probiotiques et prébiotiques,,Boite de 40,NON RENSEIGNÉ,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 19 septembre 2018 à 09:10,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 40,,Probiotiques Et Prébiotiques
ACTITRANS,sirop d'agave | figue | pruneau | artichaut | tamarin | rhubarbe,,Sirop,NON RENSEIGNÉ,artichaut + figue + pruneau + rhubarbe + sirop d'agave + tamarin,MA,medicament.ma,https://medicament.ma/medicament/actitrans-sirop/,,,,Sirop d'agave | figue | pruneau | artichaut | tamarin | rhubarbe,,Flacon de 100 ML,NON RENSEIGNÉ,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 30 octobre 2018 à 15:46,Mise à jour le: 27 juin 2023 à 17:18,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Flacon de 100 ML,,Sirop D'Agave | Figue | Pruneau | Artichaut | Tamarin | Rhubarbe
ACTIPETIT,sirop d'agave | figue | pruneau | artichaut | tamarin | rhubarbe,,Comprimé,IPHADERM,artichaut + figue + pruneau + rhubarbe + sirop d'agave + tamarin,MA,medicament.ma,https://medicament.ma/medicament/actipetit-comprime/,,,,Sirop d'agave | figue | pruneau | artichaut | tamarin | rhubarbe,,Boite de 30,IPHADERM,,Commercialisé,,,,,,Complément alimentaire,Ajouté le: 27 mai 2014 à 11:09,Mise à jour le: 27 juin 2023 à 17:18,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,,Sirop D'Agave | Figue | Pruneau | Artichaut | Tamarin | Rhubarbe
ACTYL B9 200 µG,vitamine b9 | acide folique,,Comprimé,NON RENSEIGNÉ,acide folique + vitamine b9,MA,medicament.ma,https://medicament.ma/medicament/actyl-b9-comprime/,,,,Vitamine B9 | Acide folique,,Boite de 60,NON RENSEIGNÉ,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 1 novembre 2016 à 12:25,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 60,,Vitamine B9 | Acide Folique
ACTRAPID HM 100 UI / ML,insuline humaine biogénétique,100 ui | ml,Solution Injectable [Ins],LAPROPHAN,insuline humaine biogénétique,MA,medicament.ma,https://medicament.ma/medicament/actrapid-hm-100-uiml-solution-injectable/,A10AB01,,,Insuline Humaine Biogénétique,100 UI / ml,Flacon de 10 ml,LAPROPHAN,Insuline,Commercialisé,186.0,dhs,116.20 dhs,C,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 29 février 2024 à 10:59,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Flacon de 10 ml,100 UI | ml,Insuline Humaine Biogénétique
ACUCARB 150 MG / 15 ML,carboplatine,150 mg,Solution pour perfusion,ZENITH PHARMA,carboplatine,MA,medicament.ma,https://medicament.ma/medicament/acucarb-150-mg-solution-pour-perfusion/,L01XA02,,,Carboplatine,150 MG,Flacon de 15 ml,ZENITH PHARMA,"Cytostatique, organoplatine",Commercialisé,408.0,dhs,271.00 dhs,A,,Médicament,Ajouté le: 25 mars 2016 à 18:22,Mise à jour le: 5 août 2021 à 14:47,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Flacon de 15 ml,150 MG,Carboplatine
ACTYL D 5 µG / 200 UI,vitamine d,,Comprimé,NON RENSEIGNÉ,vitamine d,MA,medicament.ma,https://medicament.ma/medicament/actyl-d-5-%c2%b5g-200-ui-comprime/,,,,Vitamine D,,Boite de 30,NON RENSEIGNÉ,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 15 février 2024 à 11:20,Mise à jour le: 15 février 2024 à 11:22,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,,Vitamine D
ACUCARB 450 MG,carboplatine,450 mg,Solution pour perfusion,ZENITH PHARMA,carboplatine,MA,medicament.ma,https://medicament.ma/medicament/acucarb-450-mg-solution-pour-perfusion/,L01XA02,,,Carboplatine,450 Mg,Flacon de 45 ml,ZENITH PHARMA,"Cytostatique, organoplatine",Commercialisé,906.0,dhs,602.00 dhs,A,,Médicament,Ajouté le: 25 mars 2016 à 18:21,Mise à jour le: 21 juin 2023 à 16:35,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Flacon de 45 ml,450 Mg,Carboplatine
ADACEL-POLIO,anatoxine tetanique | anatoxine diphterique | vaccin anticoquelucheux acellulaire,,Suspension injectable (IM) en seringue préremplie [V],SANOFI AVENTIS MAROC,anatoxine diphterique + anatoxine tetanique + vaccin anticoquelucheux acellulaire,MA,medicament.ma,https://medicament.ma/medicament/adacel-polio-suspension-injectable-il-en-seringue-preremplie/,J07,,,"ANATOXINE TETANIQUE, ANATOXINE DIPHTERIQUE, VACCIN ANTICOQUELUCHEUX ACELLULAIRE",,"Seringue d'une dose unique de 0,5 ML boite unitaire",SANOFI AVENTIS MAROC,"Vaccin contre le tétanos, la diphtérie (dose réduite), la coqueluche (acellulaire, dose réduite) et la poliomyélite",Commercialisé,332.0,dhs,220.00 dhs,Aucun,,,Ajouté le: 21 janvier 2020 à 14:23,Mise à jour le: 16 octobre 2025 à 09:52,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Seringue d'une dose unique de 0 | 5 ML boite unitaire,,Anatoxine Tetanique | Anatoxine Diphterique | Vaccin Anticoquelucheux Acellulaire
ACUPAXIL 30 MG,paclitaxel,30 mg,Solution à diluer pour perfusion,ZENITH PHARMA,paclitaxel,MA,medicament.ma,https://medicament.ma/medicament/acupaxil-30-solution-a-diluer-pour-perfusion/,L01CD01,,,Paclitaxel,30 MG,Flacon de 5 ml,ZENITH PHARMA,"Cytostatique, taxane",Commercialisé,430.0,dhs,285.00 dhs,A,,Médicament,Ajouté le: 26 juin 2016 à 16:44,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Flacon de 5 ml,30 MG,Paclitaxel
ACUPAN 20 MG,néfopam,20 mg,Solution injectable [P],MAPHAR,néfopam,MA,medicament.ma,https://medicament.ma/medicament/acupan-20-mg-solution-injectable/,N02BG06,,,Néfopam,20 MG,Boîte de 5 ampoules de 2 ml,MAPHAR,Analgésique,Commercialisé,47.6,dhs,29.70 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 2 février 2024 à 10:23,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 5 ampoules de 2 ml,20 MG,Néfopam
ADDITIVA MULTIVITAMINES,vitamines | minéraux | oligo-éléments,,Comprimé effervescent goût orange sans sucre,NON RENSEIGNÉ,minéraux + oligo-éléments + vitamines,MA,medicament.ma,https://medicament.ma/medicament/additiva-multivitamines-comprime-effervescent-gout-orange-sans-sucre/,,,,Vitamines | Minéraux | Oligo-éléments,,Boite de 20,NON RENSEIGNÉ,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 15 février 2024 à 10:41,Mise à jour le: 15 février 2024 à 10:42,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 20,,Vitamines | Minéraux | Oligo-Éléments
ADDITIVA MAGNESIUM 300 MG,magnésium,300 mg,Sachets goût citron,AFRIC-PHAR,magnésium,MA,medicament.ma,https://medicament.ma/medicament/additiva-magnesium-300mg-sachets-gout-citron/,A12CC,,,Magnésium,300 MG,Boite de 20,AFRIC-PHAR,Oligoélements,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 27 février 2021 à 10:45,Mise à jour le: 17 octobre 2025 à 12:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 20,300 MG,Magnésium
ADDITIVA VITAL,multivitamines | minéraux | oligo-éléments,,Comprimé dragéfié,NON RENSEIGNÉ,minéraux + multivitamines + oligo-éléments,MA,medicament.ma,https://medicament.ma/medicament/additiva-vital-comprime-dragefie/,,,,Multivitamines | Minéraux | Oligo-éléments,,Boite de 30,NON RENSEIGNÉ,,Commercialisé,,,,Aucun,,Complément alimentaire,Ajouté le: 15 février 2024 à 10:13,Mise à jour le: 15 février 2024 à 10:13,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,,Multivitamines | Minéraux | Oligo-Éléments
ADENOL LP 10 MG,alfuzosine,10 mg,Comprimés,SYNTHEMEDIC,alfuzosine,MA,medicament.ma,https://medicament.ma/medicament/adenol-lp-10-mg-comprimes-a-liberation-prolongee/,G04CA01,,,Alfuzosine,10 MG,Boite de 10,SYNTHEMEDIC,Antagoniste des récepteurs alpha-1 adrénergiques,Commercialisé,53.4,dhs,33.40 dhs,A,,,Ajouté le: 3 octobre 2019 à 15:02,Mise à jour le: 2 février 2024 à 10:31,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 10,10 MG,Alfuzosine
ADEPAL,lévonorgestrel | ethinylestradiol,"0.15 mg | 0,03 mg et 0.20 mg | 0.04 mg",Comprimé enrobé [C],MAPHAR,ethinylestradiol + lévonorgestrel,MA,medicament.ma,https://medicament.ma/medicament/adepal-comprime-enrobe-2/,G03AB03,,,Lévonorgestrel | Ethinylestradiol,"0.15 MG | 0,03 MG et 0.20 MG | 0.04 MG",Boîte de 63,MAPHAR,Contraceptifs oraux combinés,Commercialisé,31.1,dhs,19.40 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 2 février 2024 à 10:34,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 63,"0.15 MG | 0,03 MG et 0.20 MG | 0.04 MG",Lévonorgestrel | Ethinylestradiol
ADENOL LP 10 MG,alfuzosine,10 mg,Comprimé,SYNTHEMEDIC,alfuzosine,MA,medicament.ma,https://medicament.ma/medicament/adenol-lp-10-mg-comprimes-a-liberation-prolongee-2/,G04CA01,,,Alfuzosine,10 MG,Boite de 30,SYNTHEMEDIC,Antagoniste des récepteurs alpha-1 adrénergiques,Commercialisé,137.9,dhs,86.20 dhs,A,,,Ajouté le: 3 octobre 2019 à 15:04,Mise à jour le: 2 février 2024 à 10:31,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,10 MG,Alfuzosine
ADFIL,centella asiatica | calendula | élastine,,Émulsion,NON RENSEIGNÉ,calendula + centella asiatica + élastine,MA,medicament.ma,https://medicament.ma/medicament/adfil-emulsion/,,,,Centella asiatica | Calendula | Élastine,,Tube de 30 G,NON RENSEIGNÉ,,Commercialisé,39.5,dhs,,Aucun,,Médicament,Ajouté le: 19 octobre 2018 à 16:30,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Tube de 30 G,,Centella Asiatica | Calendula | Élastine
ADEPAL,lévonorgestrel | ethinylestradiol,0.15 mg | 0.03 mg et 0.20 mg | 0.04 mg,Comprimé enrobé [C],MAPHAR,ethinylestradiol + lévonorgestrel,MA,medicament.ma,https://medicament.ma/medicament/adepal-comprime-enrobe/,G03AB03,,,Lévonorgestrel | Ethinylestradiol,0.15 MG | 0.03 MG et 0.20 MG | 0.04 MG,Boîte de 21,MAPHAR,Contraceptifs oraux combinés,Commercialisé,13.0,dhs,8.10 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 février 2024 à 09:50,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 21,0.15 MG | 0.03 MG et 0.20 MG | 0.04 MG,Lévonorgestrel | Ethinylestradiol
ADMOXEL 80 MG / 2 ML,docetaxel,80 mg | 2 ml,Solution à diluer et solvant pour perfusion,ISIO LABORATOIRE,docetaxel,MA,medicament.ma,https://medicament.ma/medicament/admoxel-80-mg-2-ml-solution-a-diluer-et-solvant-pour-perfusion/,L01CD02,,,DOCETAXEL,80 MG / 2 ML,Flacon de 10 ML,ISIO LABORATOIRE,"Cytostatique, taxanes",Commercialisé,2520.0,dhs,2183.00 dhs,A,,,Ajouté le: 28 octobre 2025 à 17:40,Mise à jour le: 28 octobre 2025 à 17:40,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Flacon de 10 ML,80 MG | 2 ML,Docetaxel
ADMOXEL 20 MG / 0.5 ML,docetaxel,20 mg | 0.5 ml,Solution à diluer et solvant pour perfusion,ISIO LABORATOIRE,docetaxel,MA,medicament.ma,https://medicament.ma/medicament/admoxel-20-mg-0-5-ml-solution-a-diluer-et-solvant-pour-perfusion/,L01CD02,,,DOCETAXEL,20 MG / 0.5 ML,Boite d'un flacon de 5 ml contenant 0.5 ml de solution et un flacon de 5 ml contenant 1.5 ml de solvant,ISIO LABORATOIRE,"Cytostatique, taxanes",Commercialisé,820.0,dhs,545.00 dhs,A,,,Ajouté le: 17 août 2021 à 17:07,Mise à jour le: 18 octobre 2023 à 11:08,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite d'un flacon de 5 ml contenant 0.5 ml de solution et un flacon de 5 ml contenant 1.5 ml de solvant,20 MG | 0.5 ML,Docetaxel
ADO 1000 MG,metformine,1000 mg,Comprimé pelliculé,PHARMA5,metformine,MA,medicament.ma,https://medicament.ma/medicament/ado-1000mg-comprime-pellicule-2/,A10BA02,,,Metformine,1000 MG,Boite de 60,PHARMA5,"Antidiabétique, biguanide",Commercialisé,35.0,dhs,21.90 dhs,A,,Médicament,Ajouté le: 18 juin 2016 à 11:49,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 60,1000 MG,Metformine
ADO 1000 MG,metformine,1000 mg,Comprimé pelliculé,PHARMA5,metformine,MA,medicament.ma,https://medicament.ma/medicament/ado-1000mg-comprime-pellicule-3/,A10BA02,,,Metformine,1000 MG,Boite de 90,PHARMA5,"Antidiabétique, biguanide",Commercialisé,43.3,dhs,27.10 dhs,A,,Médicament,Ajouté le: 18 juin 2016 à 11:50,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 90,1000 MG,Metformine
ADO 500 MG,metformine,500 mg,Comprimé pelliculé,PHARMA5,metformine,MA,medicament.ma,https://medicament.ma/medicament/ado-500-mg-comprime-pellicule/,A10BA02,,,Metformine,500 MG,Boîte de 50,PHARMA5,"Antidiabétique, biguanide",Commercialisé,17.5,dhs,10.90 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 50,500 MG,Metformine
ADO 1000 MG,metformine,1000 mg,Comprimé pelliculé,PHARMA5,metformine,MA,medicament.ma,https://medicament.ma/medicament/ado-1000mg-comprime-pellicule/,A10BA02,,,Metformine,1000 MG,Boite de 30,PHARMA5,"Antidiabétique, biguanide",Commercialisé,19.9,dhs,12.40 dhs,A,,Médicament,Ajouté le: 18 juin 2016 à 11:46,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boite de 30,1000 MG,Metformine
ADO 850 MG,metformine,850 mg,Comprimé pelliculé,PHARMA5,metformine,MA,medicament.ma,https://medicament.ma/medicament/ado-850-mg-comprime-pellicule-2/,A10BA02,,,Metformine,850 MG,Boîte de 60,PHARMA5,"Antidiabétique, biguanide",Commercialisé,34.0,dhs,21.20 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 60,850 MG,Metformine
ADO 850 MG,metformine,850 mg,Comprimé pelliculé,PHARMA5,metformine,MA,medicament.ma,https://medicament.ma/medicament/ado-850-mg-comprime-pellicule/,A10BA02,,,Metformine,850 MG,Boîte de 30,PHARMA5,"Antidiabétique, biguanide",Commercialisé,19.0,dhs,11.90 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:29,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 30,850 MG,Metformine
ADRENALINE 0.25 MG,adrénaline,0.25 mg,Ampoule injectable,PROMOPHARM (HIKMA),adrénaline,MA,medicament.ma,https://medicament.ma/medicament/adrenaline-025-mg-ampoule-injectable-de-1-ml-2/,C01CA24,,,Adrénaline,0.25 MG,Boîte de 100 ampoules de 1 ml,PROMOPHARM (HIKMA),Sympathomimétique,Commercialisé,268.0,dhs,178.50 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 2 août 2021 à 08:16,2025-11-08T02:39:36Z,2025-11-08T02:39:36Z,Boîte de 100 ampoules de 1 ml,0.25 MG,Adrénaline
ADRENALINE 0.50 MG,adrénaline,0.5,Ampoule injectable,PROMOPHARM (HIKMA),adrénaline,MA,medicament.ma,https://medicament.ma/medicament/adrenaline-050-mg-ampoule-injectable-de-1-ml-2/,C01CA24,,,Adrénaline,0.5,Boîte de 100 ampoules de 1 ml,PROMOPHARM (HIKMA),Sympathomimétique,Commercialisé,284.0,dhs,189.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 juillet 2021 à 11:15,2025-11-08T02:39:37Z,2025-11-08T02:39:37Z,Boîte de 100 ampoules de 1 ml,0.5,Adrénaline
ADRENALINE 1 MG,adrénaline,1 mg,Ampoule injectable,PROMOPHARM (HIKMA),adrénaline,MA,medicament.ma,https://medicament.ma/medicament/adrenaline-1-mg-ampoule-injectable-de-1-ml-2/,C01CA24,,,Adrénaline,1 MG,Boîte de 100 ampoules de 1 ml,PROMOPHARM (HIKMA),Sympathomimétique,Commercialisé,308.0,dhs,204.00 dhs,A,,Médicament,Ajouté le: 25 janvier 2012 à 15:25,Mise à jour le: 15 juillet 2021 à 11:16,2025-11-08T02:39:37Z,2025-11-08T02:39:37Z,Boîte de 100 ampoules de 1 ml,1 MG,Adrénaline
ADRONAT 70 MG,alendronat,70 mg,Comprimé,BOTTU S.A.,alendronat,MA,medicament.ma,https://medicament.ma/medicament/adronat-70-mg-comprime/,M05BA04,,,Alendronat,70 MG,Boite de 4,BOTTU S.A.,"Régulateur du métabolisme osseux, bisphosphonate",Commercialisé,164.5,dhs,102.80 dhs,A,,Médicament,Ajouté le: 23 mars 2017 à 18:06,Mise à jour le: 2 février 2024 à 11:04,2025-11-08T02:39:37Z,2025-11-08T02:39:37Z,Boite de 4,70 MG,Alendronat
